id,establecimiento,tipo,calle,altura,piso_dpto,cruce,barrio_localidad,ciudad,partido_comuna,provincia_region,pais,aprobado,observacion,formattedaddress,latitude,longitude,habilitado,confidence,condones,prueba,vacunatorio,ile,infectologia,ssr,es_rapido,tel_distrib,mail_distrib,horario_distrib,responsable_distrib,web_distrib,ubicacion_distrib,comentarios_distrib,tel_testeo,mail_testeo,horario_testeo,responsable_testeo,web_testeo,ubicacion_testeo,observaciones_testeo,tel_vac,mail_vac,horario_vac,responsable_vac,web_vac,ubicacion_vac,comentarios_vac,tel_ile,mail_ile,horario_ile,responsable_ile,web_ile,ubicacion_ile,comentarios_ile,tel_infectologia,mail_infectologia,horario_infectologia,responsable_infectologia,web_infectologia,ubicacion_infectologia,comentarios_infectologia,tel_ssr,mail_ssr,horario_ssr,responsable_ssr,web_ssr,ubicacion_ssr,comentarios_ssr,servicetype_condones,servicetype_prueba,servicetype_mac,servicetype_ile,servicetype_dc,servicetype_ssr,friendly_condones,friendly_prueba,friendly_mac,friendly_ile,friendly_dc,friendly_ssr,uploader_name,uploader_email,uploader_tel
209224,"Dispensario La Feria","Centro de Salud Público",Urquiza,348,,,,"Deán Funes",Ischilín,Córdoba,Argentina,1,,,-30.4196567,-64.3492345,1,,SI,NO,NO,NO,NO,SI,NO,"(03521) 420020/420967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(03521) 420020/420967",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209225,"Sala Medica Cabildo","Centro de Salud Público",Belgrano,215,,,Alberti,Alberti,Alberti,"Buenos Aires",Argentina,1,,,-35.0295018,-60.2744027,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209226,"Hospital Municipal Garre","Hospital Público",Garre,950,,,"Carlos Tejedor","Carlos Tejedor","Carlos Tejedor","Buenos Aires",Argentina,1,,,-35.392352,-62.428207,1,,SI,NO,NO,NO,SI,SI,NO,"(02357) 420007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(02357) 420007",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209227,"Hospital Municipal Salazar","Hospital Público","Juan de Salazar",,,"Hipolito Yrigoyen y Jose Hernandez",,Salazar,Daireaux,"Buenos Aires",Argentina,-1,,,-36.3050038,-62.19814,1,,SI,NO,NO,NO,SI,SI,NO,"(02393) 492124",,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209228,"Unidad Sanitaria Nº 05 Bº. San Jorge - Junín","Centro de Salud Público","Dr. Calp Y Bentancourt",,,,Junín,Junín,Junín,"Buenos Aires",Argentina,1,,,-34.5885499,-60.949554,1,,SI,NO,SI,NO,NO,SI,NO,"(02362) 4446960",,,,,,,,,,,,,,"(02362) 4446960",,,,,,,"(02362) 4446960",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02362) 4446960",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209229,"Unidad Sanitaria San Jose","Centro de Salud Público",Francia,1750,,,Moreno,Moreno,Moreno,"Buenos Aires",Argentina,1,,,-34.6322243,-58.7888735,1,,SI,NO,SI,NO,NO,SI,NO,"(011) 4688805",,,,,,,,,,,,,,"(011) 4688805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209230,"Sala De Primeros Auxilios Diego Gaynor","Centro de Salud Público",Formosa,87,,,Fatima,Fatima,Pilar,"Buenos Aires",Argentina,-1,,,-34.4198824,-58.9478326,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209232,"Unidad Sanitaria Dr. Ulises Arcuri - La Lucila","Centro de Salud Público",Tucumán,3339,,,"La Lucila","La Lucila","Vicente López","Buenos Aires",Argentina,1,,,-34.5034463,-58.4929572,1,,SI,NO,SI,NO,NO,SI,NO,"(011) 45139859",,,,,,,,,,,,,,"(011) 45139859",,,,,,,"(011) 45139859",,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209234,"C. A. P. S. Nº 08 - Heroes De Malvinas","Centro de Salud Público","Calle 76",2152,,,"San Andres","San Andrés","General San Martín","Buenos Aires",Argentina,1,,,-34.5575735,-58.5353041,1,,SI,NO,SI,NO,NO,SI,NO,"(011) 4830-0708",,,,,,,,,,,,,,"(011) 4830-0708",,,,,,,"(011) 4830-0708",,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209235,"C. A. P. S. Ramon Carrillo – Barrio Zapiola","Centro de Salud Público","Calle 118",180,,,Billinghurst,Billinghurst,"General San Martín","Buenos Aires",Argentina,-1,,,-34.5652171,-58.5750861,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209236,"Hospital Dr. E. Erill","Hospital Público","Tapia de Cruz",21,,Gelves,Escobar,Escobar,Escobar,"Buenos Aires",Argentina,1,,,-34.3449473,-58.7899186,1,,SI,NO,SI,SI,SI,SI,NO,"(03488) 422-0637",,,,,,,,,,,,,,"(03488) 422-0637",,,,,,,"(03488) 422-0637",,,,,,"Ofrece asesoramiento sobre interrupción legal del embarazo",,,,,,,,"(03488) 422-0637",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209237,"Hospital General Ramon Carrillo","Hospital Público","General San Martín",2993,,Piedras,,"Los Polvorines","Malvinas Argentinas","Buenos Aires",Argentina,1,,,-34.4982406,-58.693825,1,,SI,NO,NO,NO,SI,SI,NO,"(011) 46600165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209238,"Hospital Magdalena V De Martínez","Hospital Público","Av. Constituyentes",400,,,"General Pacheco","General Pacheco",Tigre,"Buenos Aires",Argentina,1,,,-34.4569171,-58.63823519,1,,SI,NO,NO,NO,SI,SI,NO,"(011) 65986495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(011) 65986495",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209239,"Hospital Comodoro Meissner","Hospital Público",Iparraguirre,259,,,"Presidente Derqui","Presidente Derqui",Pilar,"Buenos Aires",Argentina,1,,,-34.4933716,-58.8395418,1,,SI,NO,SI,NO,SI,SI,NO,"(02322) 485201/02",,,,,,,,,,,,,,"(02322) 485201/02",,,,,,,"(02322) 485201/02",,,,,,"Ofrece asesoramiento sobre interrupción legal del embarazo",,,,,,,,"(02322) 485201/02",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209241,"Unidad Sanitaria Nº 12 - Dr. Diyorio","Centro de Salud Público","Buenos Aires",,,54,Ezpeleta,Ezpeleta,Quilmes,"Buenos Aires",Argentina,-1,,,-34.7464747,-58.2400416,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209242,"Posta Sanitaria De La Munic. De Quilmes - Quilmes",,"Calle 850",4975,,,"Quilmes Oeste","Quilmes Oeste",Quilmes,"Buenos Aires",Argentina,-1,,,-34.7695061,-58.283426,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209245,"Hospital Dr. Pedro Fiorito - Avellaneda","Hospital Público","Av. Manuel Belgrano",851,,,Avellaneda,Avellaneda,Avellaneda,"Buenos Aires",Argentina,-1,,,-34.6655963,-58.365663,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209247,"Hospital Luisa C. De Gandulfo ","Hospital Público",Balcarce,351,,,"Lomas de Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.7618465,-58.3928751,1,,SI,NO,NO,SI,SI,SI,NO,"(011) 4243-5555",,,,,,,,,,,,,,,,,,,,,"(011) 4243-5555",,,,,,"Ofrece asesoramiento sobre interrupción legal del embarazo",,,,,,,,"(011) 4243-5555",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209248,"Hospital Municipal Mi Pueblo - Florencio Varela","Hospital público",Chañay,,,Montevide,"Florencio Varela","Florencio Varela","Florencio Varela","Buenos Aires",Argentina,-1,,,-34.7965806,-58.276012,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209249,"Hospital Zonal Gral. De Agudos Madre Teresa De Calcuta - Ezeiza","Hospital Público","Roberto J. Payró",,,,Ezeiza,Ezeiza,Ezeiza,"Buenos Aires",Argentina,-1,,,-34.7897052,-58.5237851,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209250,"Maternidad Municipal Dr. Revagliatti - Ezeiza","Hospital Público",Chañay,,,Montevide,Ezeiza,Ezeiza,Ezeiza,"Buenos Aires",Argentina,-1,,,-34.8537327,-58.5228619,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209251,"Hospital Santa Marina - Policlínico - Esteban Echeverría","Hospital Público",Alvear,,,"Cardeza N° 350",Ezeiza,Ezeiza,Ezeiza,"Buenos Aires",Argentina,-1,,,-34.841281,-58.5184203,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209255,"Hospital Local Casa Del Niño ","Centro de Salud Público","Av de los trabajadores",4078,,"Martinez De Hoz","Mar del Plata","Mar Del Plata","General Pueyrredón","Buenos Aires",Argentina,1,,,-37.9846646,-57.5447208,1,,SI,NO,NO,NO,NO,SI,NO,"(0223) 4840136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209256,"Hospital Subzonal Municipal De Maipú","Hospital Público",Lavalle,,,,"Villa Maipú","Villa Maipu","General San Martín","Buenos Aires",Argentina,-1,,,-34.5694783,-58.5138659,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209257,"Hospital Local Gral. De Coronel Vidal","Hospital Público","Eustaquio Aristizabal",,,,"Coronel Vidal","Coronel Vidal","Mar Chiquita","Buenos Aires",Argentina,1,,,-37.4500009,-57.731178,1,,SI,NO,SI,NO,SI,SI,NO,"(02265) 432332",,,,,,,,,,,,,,"(02265) 432332",,,,,,,,,,,,,,,,,,,,,"(02265) 432332",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209261,"Hospital Municipal Bernardino Rivadavia - ","Hospital Público","B Althabe ",1041,,,"General Alvarado","General Alvarado","General Alvarado","Buenos Aires",Argentina,-1,,,-38.1584631,-58.0982046,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209265,"Hospital Ramos Mejía ","Hospital Público",143,522,,,"San Carlos","San Carlos","La Plata","Buenos Aires",Argentina,1,,,-34.926214,-58.0176879,1,,SI,NO,NO,NO,SI,SI,NO,"(0221) 470-5513/470-6176

",,,,,,,,,,,,,,"(0221) 470-5513/470-6176

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209266,"Hospital Local Dr. A. Marzetti ","Hospital Público",Rawson,450,,,Cañuelas,Cañuelas,Cañuelas,"Buenos Aires",Argentina,1,,,-35.060044,-58.763251,1,,SI,NO,NO,NO,SI,SI,NO,"(02226) 43-0555/42-1626",,,,,,,,,,,,,,"(02226) 43-0555/42-1626",,,,,,,,,,,,,,,,,,,,,"(02226) 43-0555/42-1626",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209268,"Hospital De Niños ","Hospital Público",14,1631,,,"La Plata","La Plata","La Plata","Buenos Aires",Argentina,1,,,-34.9322064,-57.9424383,1,,SI,NO,SI,NO,SI,SI,NO,"(0221) 4212729/4833869",,,,,,,,,,,,,,"(0221) 4212729/4833869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209269,"Hospital Rossi ","Hospital Público",37,,,117,"La Plata","La Plata","La Plata","Buenos Aires",Argentina,1,,,-34.8972702,-57.9550515,1,,SI,NO,SI,NO,SI,SI,NO,"(0221) 4828821/4247598",,,,,,,,,,,,,,"(0221) 4828821/4247598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209271,"Hospital Alejandro Korn","Hospital Público","Av. 520",175,,,"Melchor Romero","Melchor Romero","La Plata","Buenos Aires",Argentina,1,,,-34.9497265,-58.0477845,1,,SI,NO,SI,NO,SI,SI,NO,"(0221) 4780281",,,,,,,,,,,,,,"(0221) 4780281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209272,"Hospital Elina De La Serna ","Hospital Público",8,483,,,"La Plata","La Plata","La Plata","Buenos Aires",Argentina,1,,,-34.9097197,-57.9590206,1,,SI,NO,SI,NO,SI,SI,NO,"(0221) 4212729",,,,,,,,,,,,,,"(0221) 4212729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209273,"Hospital San Juan De Dios - La Plata","Hospital Público","La Plata",,,27,"Bella Vista","Bella Vista","San Miguel","Buenos Aires",Argentina,-1,,,-34.5528813,-58.6751056,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209274,"Hospital Bollini - La Plata",,"Av. La Plata",,,16,Caballito,Caballito,Caballito,"Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.6158919,-58.429262,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209277,"Hospital Atención Primaria Hurlingham San Bernardino","Hospital Público",Solís,,,Patric,"Loma Hermosa","Loma Hermosa","General San Martín","Buenos Aires",Argentina,-1,,,-34.5553526,-58.5933751,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209278,"Hospital Provincial Gral. Agudos Dr. Luis Güemes","Hospital Público","Av. Rivadavia",15000,,,Haedo,"Ramos Mejía",Morón,"Buenos Aires",Argentina,1,,,-34.6429416,-58.5789458,1,,SI,SI,SI,SI,SI,SI,NO,"(011) 4659-2011 / 2018 Int 167",,"Lunes a Lunes 24 Hs.",,,,,,,,,,,,011-46591535,secretaria-guemes@ms.gba.gov.ar,"Dr. Marmonti Marcelo",,"Dr. Marmonti Marcelo",,,"(011) 4659-2011 / 2018 Int 167",,,,,,,,,,,,,,"(011) 4659-2011 / 2018 Int 167",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209279,"Hospital Prof. Dr. Carrillo - Tres De Febrero",,Irigoyen,,,,"Villa Luro","Villa Luro","Villa Luro","Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.6306113,-58.5135085,1,,SI,NO,NO,NO,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209283,"Centro de Salud UNL - ATE","Centro de salud público","Av. Alicia Moreu de San Justo",,,,,"Costanera Este","La Capital","Santa Fe",Argentina,1,,,-31.6379879,-60.6766896,1,,SI,SI,SI,NO,NO,NO,NO,"(0342) 4571216 /17",salud@unl.edu.ar,,,,,,"(0342) 4571216 /17",salud@unl.edu.ar,,,,,,"(0342) 4571216 /17",salud@unl.edu.ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209285,"Centro de Salud Nº 16 Zumaran","Centro de Salud Público","Sebastián Gaboto",2356,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3752683,-64.2049922,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 4335108 / 5438",,,,,,,,,,,,,,,,,,,,,"(0351) 4335108 / 5438",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4335108 / 5438",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209286,"Centro de Salud Nº 54 Bº Los Boulevares","Centro de Salud Público","Bv. Los Hungaros",,,"Los Lombardos",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.344621,-64.217497,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 43351442",,,,,,,,,,,,,,,,,,,,,"(0351) 43351442",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 43351442",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209287,"Centro de Salud Nº 13 Hipolito Yrigoyen","Centro de Salud Público","Nicolás Avellaneda",3571,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.372752,-64.186984,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 4335435",,,,,,,,,,,,,,,,,,,,,"(0351) 4335435",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4335435",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209288,"Centro de Salud Nº 19 Srgto Cabral",,"Francisco Suárez",3270,,,,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.3747767,-64.1949002,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209289,"Centro de Salud Nº 34 Vª 9 de Julio","Centro de Salud Público",Coquena,7892,,Huarpes,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3287924,-64.2715726,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209290,"Centro de Salud Nº 49 Colinas del Cerro","Centro de Salud Público","Las Acacias",4700,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3358212,-64.3050194,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209291,"Centro de Salud Nº 14 Bº Gral Bustos",,"Diagonal Ica",1000,,,,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.3871694,-64.1633277,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209292,"Centro de Salud Nº 1 Gral Mosconi","Centro de Salud Público","Pedro Naón",1330,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3648,-64.149057,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 4335102 / 5428",,,,,,,,,,,,,,,,,,,,,"(0351) 4335102 / 5428",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4335102 / 5428",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209294,"Centro de Salud Nº 62 Villa Cornu","Centro de Salud Público",Liencanquen,9400,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209295,"Centro de Salud Nº 33 Argüello","Centro de Salud Público","Av. Donato Álvarez",9327,,,Argüello,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3372232,-64.2592371,1,,SI,SI,NO,SI,NO,SI,NO,,,,,,,,,,"Lunes a Viernes 8 a 11 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209296,"Centro de Salud Nº 57 Bº Argüello Ipv Norte","Centro de Salud Público","Calle Publica",,,,,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.3796026,-64.1293947,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209297,"Centro de Salud Nº 6 Vª Rivera Indarte","Centro de Salud Público",Chamico,,,"Reartes ",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.328122,-64.297292,1,,SI,NO,NO,SI,NO,SI,NO,"(03543) 449420",,,,,,,,,,,,,,,,,,,,,"(03543) 449420",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03543) 449420",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209298,"Centro de Salud Nº 15 Remedios de Escalada","Centro de Salud Público",5,,,"14 y 15",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3855562,-64.2064176,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209299,"Centro de Salud Nº 17 Vª Azalais Oeste",,Acampis,,,Gernuchoff,,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.3851326,-64.1705534,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209300,"Centro de Salud Nº 3 Los Pinos","Centro de Salud Público","Los Nogales",3786,,Rawson,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3921195,-64.1409144,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 4339101",,,,,,,,,,,,,,,,,,,,,"(0351) 4339101",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4339101",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209301,"Centro de Salud Nº 32 Bº Yapeyu","Centro de Salud Público",Loreto,42,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4121768,-64.1497937,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209302,"Centro de Salud Nº 07 Pueyrredon","Centro de Salud Público","Pje. Urtubey",,,"Fray Braco",,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.399721,-64.1528834,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209303,"Centro de Salud Nº 58 Maldonado","Centro de Salud Público","Martín Cartechini",,,"Blas Parera",Maldonado,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4192241,-64.1335108,1,,SI,SI,NO,SI,NO,SI,NO,,,,,,,,,,"Lunes a Viernes 8 a 10 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209306,"Centro de Salud Nº 56 Empalme","Centro de Salud Público",Ariza,,,Samaniego,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4303041,-64.1403139,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209307,"Centro de Salud Nº 8 Bº Acosta","Centro de Salud Público",Corrientes,,,"Río Parana",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.427812,-64.130083,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209310,"Centro de Salud Nº 35 Vª Revol","Centro de Salud Público",Chascomús,1750,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4459773,-64.1703636,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209312,"Centro de Salud Nº 38 Bº Urquiza","Centro de Salud Público","Miguel de Mármol",2956,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4392961,-64.1477974,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209313,"Centro de Salud Nº 18 San Jorge","Centro de Salud Público","Jose Melian",,,"Barrancas del Parana",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.374268,-64.132154,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 4335103/ 5429",,,,,,,,,,,,,,,,,,,,,"(0351) 4335103/ 5429",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4335103/ 5429",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209314,"Centro de Salud Nº 23 Bº Rosedal Anexo","Centro de Salud Público","Padre Lozano",2490,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4374901,-64.2235098,1,,SI,NO,NO,SI,NO,SI,NO,"(0351) 4333302",,,,,,,,,,,,,,,,,,,,,"(0351) 4333302",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4333302",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
